Title,Authors,Year,Citations,Categories
Searching for Critical Power System Cascading Failures With Graph Convolutional Network,"Liu, Yuxiao; Zhang, Ning; Wu, Dan; Botterud, Audun; Yao, Rui; Kang, Chongqing",2021,0,General
Guiding Cascading Failure Search with Interpretable Graph Convolutional Network,"Liu, Yuxiao; Zhang, Ning; Wu, Dan; Botterud, Audun; Yao, Rui; Kang, Chongqing",2020,0,General
Topology-Aware Graph Neural Networks for Learning Feasible and Adaptive AC-OPF Solutions,"Liu, Shaohui; Wu, Chengyang; Zhu, Hao",2023,0,General
PowerFlowNet: Power flow approximation using message passing Graph Neural Networks,"Lin, N.; Orfanoudakis, S.; Cardenas, N.O.; Giraldo, J.S.; Vergara, P.P.",2024,0,General
EleGNN: Electrical-Model-Guided Graph Neural Networks for Power Distribution System State Estimation,"Lin, Hui; Sun, Yan",2022,0,General
FeederGAN: Synthetic Feeder Generation via Deep Graph Adversarial Nets,"Liang, Ming; Meng, Yao; Wang, Jiyu; Lubkeman, David L.; Lu, Ning",2021,0,General
From Graph Theory to Graph Neural Networks (GNNs): The Opportunities of GNNs in Power Electronics,"Li, Yuzhuo; Xue, Cheng; Zargari, Faraz; Li, Yunwei Ryan",2023,0,General
Federated Graph Learning for EV Charging Demand Forecasting with Personalization Against Cyberattacks,"Li, Yi; Xie, Renyou; Li, Chaojie; Wang, Yi; Dong, Zhaoyang",2024,0,General
Missing Data Recovery for Transmission Networks Using Graph Convolutional Networks with Location Mask,"Li, Lijuan; Zhang, Qingsong; Liu, Hongliang; Xing, Baixue; Liu, Hai; Chen, Qi; Wang, Jie",2024,0,General
Scalability and Sample Efficiency Analysis of Graph Neural Networks for Power System State Estimation,"Kundacina, Ognjen; Gojic, Gorana; Cosovic, Mirsad; Miskovic, Dragisa; Vukobratovic, Dejan",2023,0,General
Graph-Based Multi-Task Learning For Fault Detection In Smart Grid,"Chanda, D.; Soltani, N.Y.; ELMAN",2023,0,General
A short-term load forecasting method for integrated community energy system based on STGCN,"Cao, J.; Liu, C.; Chen, C.-L.; Qu, N.; Xi, Y.; Dong, Y.; Feng, R.",2024,0,General
Deep Learning Architecture for Processing Cyber-Physical Data in the Electric Grid,"Calzada, D.; Hossain-Mckenzie, S.; Mao, Z.",2022,0,General
Calculation Method of Available Transfer Capacity Based on Graph Convolutional Network,"Cai, Z.; Li, Y.; Dai, S.; Men, D.; CAA; DCLOD; IEEE; IEEE Beijing Section; Qingdao University; Suzhou University of Science and Technology",2021,0,General
Learning Spatio-Temporal Aggregations for Large-Scale Capacity Expansion Problems,"Brenner, A.; Khorramfar, R.; Amin, S.; ACM SIGBED; IEEE TCRTS",2023,0,General
Graph Neural Networks Based Detection of Stealth False Data Injection Attacks in Smart Grids,"Boyaci, O.; Umunnakwe, A.; Sahu, A.; Narimani, M.R.; Ismail, M.; Davis, K.R.; Serpedin, E.",2022,0,General
Cyberattack Detection in Large-Scale Smart Grids using Chebyshev Graph Convolutional Networks,"Boyaci, O.; Rasoul Narimani, M.; Davis, K.; Serpedin, E.",2022,0,General
Data-Driven Graph Convolutional Neural Networks for Power System Contingency Analysis,"Bolz, V.; Rueß, J.; Zell, A.; IEEE; IEEE Signal Processing Society",2023,0,General
Short-Term Load Forecastiong Based on Residual Graph Convolutional Neural Network,"Bian, M.; Chu, X.; Ye, H.; Chinese Society for Electrical Engineering; IEEE Power and Energy Society; State Grid Corporation of China",2023,0,General
Application of Recurrent Graph Convolutional Networks to the Neural State Estimation Problem,"Berezin, A.; Balduin, S.; Oberließen, T.; Veith, E.; Peter, S.; Lehnhoff, S.",2023,0,General
Spatial-Temporal Graph Neural Network for Detecting and Localizing Anomalies in PMU Networks,"Behdadnia, T.; Thoelen, K.; Zobiri, F.; Deconinck, G.",2024,0,General
Fault Identification Method for the Whole Map of Station Area Considering Node Correlation,"An, Y.; Hu, L.; Qin, Y.; Zhang, Y.; Zhong, K.; IEEE",2023,0,General
A Graph-Based Neural Approach to Linear Sum Assignment Problems,"Aironi, C.; Cornell, S.; Squartini, S.",2024,0,General
"Which Neural Network to Choose for Post-Fault Localization, Dynamic State Estimation, and Optimal Measurement Placement in Power Systems?","Afonin, A.; Chertkov, M.",2021,0,General
UMGAN: multi-scale graph attention network for grid parameter identification,"Zou, Gang; Xia, Min; Zhang, Liudong; Lei, Zhen; Peng, Zhiqiang; Liu, Jun",2024,0,General
Graph Convolutional Network-Based Multi-harmonic Source Localization Method Without the Need for Synchronous Measurement Data,"Zhu, Yuanzhe; Wang, Ling; Du, Wanlin; Lv, Hong; Wang, Jinfeng",2024,0,General
Multivariate Time Series Forecasting of Integrated Energy Systems Based on Fast Fourier Transform Fully Connected Space-Time Graph,"Zhao, Weicheng; Lin, Xiaoyong; Xu, Jiwei",2024,0,General
Structure-Informed Graph Learning of Networked Dependencies for Online Prediction of Power System Transient Dynamics,"Zhao, Tianqiao; Yue, Meng; Wang, Jianhui",2022,0,General
Graph neural networks for power grid operational risk assessment under evolving grid topology,"Zhang, Yadong; Karve, Pranav M.; Mahadevan, Sankaran",2024,0,General
Operational risk quantification of power grids using graph neural network surrogates of the DC OPF,"Zhang, Yadong; Karve, Pranav M.; Mahadevan, Sankaran",2024,0,General
Transformgraph: A Novel Short-Term Electricity Net Load Forecasting Model,"Zhang, Qingyong; Chen, Jiahua; Xiao, Gang; He, Shangyang; Deng, Kunxiang",2022,0,General
Compound-Fault Diagnosis of Integrated Energy Systems Based on Graph Embedded Recurrent Neural Networks,"Zhang, Jingfei; He, Xiao",2024,0,General
Emergency control methods for power systems based on improved deep reinforcement learning,"Zhang, Jie; Zhu, Yihua; Liang, Zhuohang; Ma, Qinfeng; Zhang, Qingqing; Liu, Mingshun; An, Su; Pu, Qingxin; Dai, Jiang",2024,0,General
PIDGeuN: Graph Neural Network-Enabled Transient Dynamics Prediction of Networked Microgrids Through Full-Field Measurement,"Yu, Yin; Jiang, Xinyuan; Huang, Daning; Li, Yan",2022,0,General
Learning Coarse-Grained Dynamics on Graph,"Yu, Yin; Harlim, John; Huang, Daning; Li, Yan",2024,0,General
Enhanced neighborhood node graph neural networks for load forecasting in smart grid,"Yanmei, Jiang; Mingsheng, Liu; Yangyang, Li; Yaping, Liu; Jingyun, Zhang; Yifeng, Liu; Chunyang, Liu",2024,0,General
Short-term electricity price forecasting based on graph convolution network and attention mechanism,"Yang, Yuyun; Tan, Zhenfei; Yang, Haitao; Ruan, Guangchun; Zhong, Haiwang; Liu, Fengkui",2022,0,General
Long-term wind power forecasting with series decomposition and spatio-temporal graph neural network,"Yang, Yujie; Chen, Junhong; Zheng, Wenbin; Zhang, Fan",2024,0,General
Probabilistic power flow based on physics-guided graph neural networks,"Yang, Mei; Qiu, Gao; Liu, Tingjian; Liu, Junyong; Liu, Kai; Li, Yaping",2024,0,General
AC Optimal Power Flows: Combining Lagrangian Dual and physics-Guided Graph Neutral Networks,"Yang, Mei; Liu, Junyong; Qiu, Gao; Liu, Tingjian; Tang, Zhiyuan",2022,0,General
MFAGCN: A new framework for identifying power grid branch parameters,"Xia, Min; Wang, Zhiwei; Lu, Min; Pan, Lingling",2022,0,General
Research on Intelligent Grid Fault Prediction Communication System Based on Computer Big Data,"Wu, Xuan",2024,0,General
Missing Data Recovery in Large Power Systems Using Network Embedding,"Wu, Tong; Zhang, Ying-Jun Angela; Liu, Yang; Lau, Wing Cheong; Xu, Huanle",2021,0,General
Graph Learning based Generative Design for Resilience of Interdependent Network Systems,"Wu, Jiaxin; Wang, Pingfeng",2022,0,General
Efficient Residential Electric Load Forecasting via Transfer Learning and Graph Neural Networks,"Wu, Di; Lin, Weixuan",2023,0,General
Non-invasive load identification method in smart grid based on graph convolutional neural network,"Wei, Jie; He, Xing",2024,0,General
An Adaptive Spatio-Temporal Graph Recurrent Network for Short-Term Electric Vehicle Charging Demand Prediction,"Wang, Shengyou; Li, Yuan; Shao, Chunfu; Wang, Pinxi; Wang, Aixi; Zhuge, Chengxiang",2024,0,General
Research on Graph Multi-Attention Neural Network for Power System Transient Stability Assessment,"Wang, Qingwen; Yu, Tenglong; Chu, Hongliang; Xiong, Xiaozhou; Huang, Kang; Qiu, Rixuan; Hu, Bing; Yan, Haoran; Wang, Fan; Bai, Yang; Wang, Song; Qi, Jun; Liu, Siyan; Shi, Danni",2024,0,General
A Data-Driven Method for Probabilistic Prediction of Power Grid Critical Section Power from Probability Distributions of Renewable Energy,"Wang, Heng; Wang, Xiaoru; Liu, Liu; Sun, Xieli; Tian, Fang",2024,0,General
Probabilistic Power Flow Solution with Graph Convolutional Network,"Wang, Dawei; Zheng, Kedi; Chen, Qixin; Luo, Gang; Zhang, Xuan",2020,0,General
Goal-Oriented Graph Generation for Transmission Expansion Planning,"Varbella, Anna; Gjorgiev, Blazhe; Sartore, Federico; Zio, Enrico; Sansavini, Giovanni",2024,0,General
PowerGraph: A power grid benchmark dataset for graph neural networks,"Varbella, Anna; Amara, Kenza; Gjorgiev, Blazhe; El-Assady, Mennatallah; Sansavini, Giovanni",2024,0,General
Multi-Agent Reinforcement Learning for Power Grid Topology Optimization,"van der Sar, Erica; Zocca, Alessandro; Bhulai, Sandjai",2023,0,General
Gnn Assisted Frequency Constrained Unit Commitment of Multi-Region Power Systems with High Penetration of Renewable Energy Sources,"Tuo, Mingjian; Zhao, Cunzhi; Zhang, Mulan; Gao, Tao; Shang, Xuequan",2024,0,General
Machine Learning Assisted Inertia Estimation Using Ambient Measurements,"Tuo, Mingjian; Li, Xingpeng",2023,0,General
A High Temporal-Spatial Resolution Power System State Estimation Method for Online DSA,"Hu, J.; Wang, Q.; Ye, Y.; Wu, Z.; Tang, Y.",2024,0,General
A classification model of power operation inspection defect texts based on graph convolutional network,"Hu, J.; Guo, B.; Yan, W.; Lin, J.; Li, C.; Yan, Y.",2022,0,General
Recommendation Method of Power Knowledge Retrieval Based on Graph Neural Network,"Hou, R.; Zhang, Y.; Ou, Q.; Li, S.; He, Y.; Wang, H.; Zhou, Z.",2023,0,General
Graph convolutional network-based topology embedded deep reinforcement learning for voltage stability control,"Hossain, R.R.; Huang, Q.; Huang, R.",2021,0,General
Voltage Control in Distribution Grids Using Topology Aware Deep Reinforcement Learning,"Hossain, R.; Gautam, M.; Mansourlakouraj, M.; Livani, H.; Benidris, M.",2023,0,General
A robust spatio-temporal prediction approach for wind power generation based on spectral temporal graph neural network,"He, Y.; Chai, S.; Zhao, J.; Sun, Y.; Zhang, X.",2022,0,General
Power System Fault Diagnosis and Prediction System Based on Graph Neural Network,"Hao, J.; Zhang, Z.; Ping, Y.",2024,0,General
False data injection attacks detection with modified temporal multi-graph convolutional network in smart grids,"Han, Y.; Feng, H.; Li, K.; Zhao, Q.",2023,0,General
Impact of Topology Noise on Power Systems State Estimation Using a Temporal GCN Framework,"Haghshenas, S.H.; Naeini, M.",2023,0,General
Analyzing Multi-Area State Estimation in Power Systems in a Temporal Graph Convolutional Network Framework,"Haghshenas, S.H.; Hossain, M.J.; Naeini, M.",2023,0,General
A Temporal Graph Neural Network for Cyber Attack Detection and Localization in Smart Grids,"Haghshenas, S.H.; Hasnat, M.A.; Naeini, M.",2023,0,General
A Directed Acyclic Graph Neural Network for AC Optimal Power Flow,"Guo, Z.; Sun, K.; Park, B.; Simunovic, S.; Kang, W.",2023,0,General
Utilizing virtual power plants to support main grid for frequency regulation,"Guo, J.; Dou, C.; Yue, D.; Zhang, Z.",2024,0,General
Multi-task transient stability assessment of power system based on graph neural network with interpretable attribution analysis,"Gu, S.; Qiao, J.; Shi, W.; Yang, F.; Zhou, X.; Zhao, Z.",2023,0,General
Boosting short term electric load forecasting of high & medium voltage substations with visibility graphs and graph neural networks,"Giamarelos, N.; Zois, E.N.",2024,0,General
A Transductive Graph Neural Network learning for Grid Resilience Analysis,"Gautam, P.; Sreejith, A.; Natarajan, B.",2023,0,General
Dynamic adaptive spatio-temporal graph neural network for multi-node offshore wind speed forecasting,"Gao, Z.; Li, Z.; Xu, L.; Yu, J.",2023,0,General
Anomaly Detection Algorithm of Power System Based on Graph Structure and Anomaly Attention,"Gao, Y.; Zhang, J.; Chen, Z.; Chen, X.",2024,0,General
Spatial-temporal learning structure for short-term load forecasting,"Ganjouri, M.; Moattari, M.; Forouzantabar, A.; Azadi, M.",2023,0,General
Detection of False Data Injection Attacks in Cyber-Physical Power Systems: An Adaptive Adversarial Dual Autoencoder With Graph Representation Learning Approach,"Feng, H.; Han, Y.; Si, F.; Zhao, Q.",2024,0,General
STGNet: Short-term residential load forecasting with spatial–temporal gated fusion network,"Feng, D.; Li, D.; Zhou, Y.; Zhao, J.; Zhang, K.",2024,0,General
Research on Transformer Fault Prediction Based on Graph Neural Network,"Fang, M.; Jiang, Y.; Li, L.; Liu, Y.; Zhang, Y.; Lv, F.; Liu, Z.",2022,0,General
A Markov Regime Switching Model for Ultra-Short-Term Wind Power Prediction Based on Toeplitz Inverse Covariance Clustering,"Fan, H.; Zhang, X.; Mei, S.; Zhang, J.",2021,0,General
M2gsnet: Multi-modal multi-task graph spatiotemporal network for ultra-short-term wind farm cluster power prediction,"Fan, H.; Zhang, X.; Mei, S.; Chen, K.; Chen, X.",2020,0,General
Graph Autoencoder-Based Power Attacks Detection for Resilient Electrified Transportation Systems,"Fahim, S.R.; Atat, R.; Kececi, C.; Takiddin, A.; Ismail, M.; Davis, K.R.; Serpedin, E.",2024,0,General
Spatio-Temporal Graph Neural Networks for Aggregate Load Forecasting,"Eandi, S.; Cini, A.; Lukovic, S.; Alippi, C.",2022,0,General
Spatio-temporal Convolutional Network Based Power Forecasting of Multiple Wind Farms,"Dong, X.; Sun, Y.; Li, Y.; Wang, X.; Pu, T.",2022,0,General
Hybrid Attack Graph Generation with Graph Convolutional Deep-Q Learning,"Donald, S.; Meyur, R.; Purohit, S.; Ankura; IEEE Dataport",2023,0,General
Short-Long Correlation Based Graph Neural Networks for Residential Load Forecasting,"Deng, Y.; Zhou, Y.; Zhang, Z.",2021,0,General
Power Terminal Detection System Based on Graph Neural Network,"Deng, H.; Zhang, L.; Li, H.; Wang, W.; Li, Z.",2023,0,General
SELFIE: A Semantically-Enhanced Load Forecasting Approach with Indirect Estimate of Spatial Influences,"Das, M.; Dutta, S.",2021,0,General
Boosting efficiency in state estimation of power systems by leveraging attention mechanism,"Cibaku, E.; Gama, F.; Park, S.",2024,0,General
Leveraging spatial information in smart grids using STGCN for short-term load forecasting,"Cheung, C.M.; Kuppannagari, S.; Kannan, R.; Prasanna, V.K.",2021,0,General
Temporal-Spatial Graph Neural Network for Wind Power Forecasting Considering the Blockage Effects,"Cheng, X.; Liu, X.; Ilieva, I.; Redhu, S.; IEEE Norway Section CIS Chapter",2023,0,General
Evaluating Distribution System Reliability with Hyperstructures Graph Convolutional Nets,"Chen, Y.; Jiang, T.; Heleno, M.; Moreira, A.; Gel, Y.R.; Ankura; et al.; Hitachi; KPMG Consulting Co., Ltd.; NTT Data Intellilink Corporation; Think in Data Initiative, Association Inc",2022,0,General
Learning Power Grid Outages With Higher-Order Topological Neural Networks,"Chen, Y.; Jacob, R.A.; Gel, Y.R.; Zhang, J.; Poor, H.V.",2024,0,General
LFGCN: Levitating over graphs with levy flights,"Chen, Y.; Gel, Y.R.; Avrachenkov, K.; IEEE Computer Society",2020,0,General
Research on the Transformer Intelligent Operation and Maintenance System Based on the Graph Neural Network,"Chen, W.; Luo, D.; Fu, F.; He, H.; Zhang, K.",2022,0,General
A Multi-Channel Composite Recommendation Method in Federated Learning,"Chen, S.; Li, Q.; Wang, Q.; Zhao, X.; Ge, H.; Li, N.",2023,0,General
Distributed Photovoltaic Real-Time Output Estimation Based on Graph Convolutional Networks,"Chen, L.; Hong, D.; He, X.; Lu, D.; Zhang, Q.; Xie, N.; Xu, Y.; Ying, H.",2024,0,General
Distribution-Aware Graph Representation Learning for Transient Stability Assessment of Power System,"Chen, K.; Liu, S.; Yu, N.; Yan, R.; Zhang, Q.; Song, J.; Feng, Z.; Song, M.",2022,0,General
Stochastic Dynamic Power Dispatch with Human Knowledge Transfer Using Graph-GAN Assisted Inverse Reinforcement Learning,"Chen, J.; Yu, T.; Pan, Z.; Zhang, M.; Lu, G.; Zhu, K.",2024,0,General
Research on short-term load forecasting of new-type power system based on GCN-LSTM considering multiple influencing factors,"Chen, H.; Zhu, M.; Hu, X.; Wang, J.; Sun, Y.; Yang, J.",2023,0,General
Multifeature Short-Term Power Load Forecasting Based on GCN-LSTM,"Chen, H.; Zhu, M.; Hu, X.; Wang, J.; Sun, Y.; Yang, J.; Li, B.; Meng, X.",2023,0,General
Interaction-Aware Graph Neural Networks for Fault Diagnosis of Complex Industrial Processes,"Chen, D.; Liu, R.; Hu, Q.; Ding, S.X.",2023,0,General
Real-time risk assessment of cascading failure in power system with high proportion of renewable energy based on fault graph chains,"Chen, B.; Sun, D.; Zhu, Y.; Liu, D.; Zhou, Y.",2023,0,General
A Graph Motif Adversarial Attack for Fault Detection in Power Distribution Systems,"Chanda, D.; Soltani, N.Y.",2024,0,General
A novel temporal–spatial graph neural network for wind power forecasting considering blockage effects,"Qiu, H.; Shi, K.; Wang, R.; Zhang, L.; Liu, X.; Cheng, X.",2024,0,General
Geometric Deep-Learning-Based Spatiotemporal Forecasting for Inverter-Based Solar Power,"Qin, C.; Srivastava, A.K.; Saber, A.Y.; Matthews, D.; Davies, K.",2023,0,General
Graph Neural Network Based Transient Stability Assessment Considering Topology Changes,"Qiao, J.; Wang, X.; Ni, J.; Shi, M.; Ren, H.; Chen, E.; China Southern Power Grid Co., Ltd.; Chinese Society for Electrical Engineering (CSEE); IEEE Power and Energy Society (PES)",2021,0,General
Fault Diagnosis Combining Power Grid and Communication System Based on Graph Neural Network,"Qian, L.; Zhou, Z.; Cai, X.; Zhu, P.; China Institute of IOT (CIIOT); et al.; IEEE; IEEE Beijing Section; Wuxi Internet of Things Innovation Promotion Center; Wuxi Liangxi Sci-Tech City",2023,0,General
Cyber Forensic Analysis for Operational Technology Using Graph-Based Deep Learning,"Presekal, A.; Stefanov, A.; Rajkumar, V.S.; Palensky, P.",2023,0,General
Attack Graph Model for Cyber-Physical Power Systems Using Hybrid Deep Learning,"Presekal, A.; Stefanov, A.; Rajkumar, V.S.; Palensky, P.",2023,0,General
Dynamic Weight Enabled Physics-Aware Graph Attention Network for Power Flow Analysis,"Prashal, G.; Sumathi, P.; Padhy, N.P.; ENEDIS; et al.; GreenAlp; Le Reseau de Transport d'electricite (RTE); Schneider Electric; Think Smartgrids",2023,0,General
IoT-enabled EMS for grid-connected solar PV-fed DC residential buildings with hybrid HBA-DCGNN approach,"Pitchai, M.K.; Narayanan, P.; Rajendiran, E.; Venkataramani, V.",2024,0,General
Localizing False Data Injection Attacks in Smart Grid: A Spectrum-Based Neural Network Approach,"Peng, S.; Zhang, Z.; Deng, R.; Cheng, P.",2023,0,General
Knowledge Graph for Power Grid Dispatching of Digital Homes based on Graph Convolutional Network,"Peng, F.; An, T.; Li, D.; Wang, H.; Tian, C.; Chen, Z.",2020,0,General
An emergency control strategy for undervoltage load shedding of power system: A graph deep reinforcement learning method,"Pei, Y.; Yang, J.; Wang, J.; Xu, P.; Zhou, T.; Wu, F.",2023,0,General
Emergency Control Strategy of Power System Considering Operation Scenario Variations,"Pei, Y.; Yang, J.; Ma, B.; Peng, X.; Jiang, K.; Liu, D.; Cao, K.; IEEE; IEEE Macau Section; Macau University of Science and Technology; Science and Engineering Institute; University of Electronic Science and Technology of China",2023,0,General
Distributed Power System State Estimation Using Graph Convolutional Neural Networks,"Park, S.; Gama, F.; Lavaei, J.; Sojoudi, S.; Association for Information Systems (AIS); Spatial Business Initiative - ESRI; University of Arkansas, Sam M. Walton College of Business, Information Systems; University of Hawai'i at Manoa, Shidler College of Business; University of Redlands, School of Business and Society",2023,0,General
Increasing resilience of power systems using intentional islanding; A comparison of binary genetic algorithm and deep learning based method,"Paradell, P.; Spyridis, Y.; Colet, A.; Ivanova, A.; Dominguez N Garcia, J.L.; Sesis, A.; Efstathopoulos, G.; IEEE; IEEE Systems, Man, and Cybernetics (SMC) Society; LOGOS Research and Innovation (RI)",2021,0,General
Short-term wind speed forecasting based on spatial-temporal graph transformer networks,"Pan, X.; Wang, L.; Wang, Z.; Huang, C.",2022,0,General
A Real-Time Load Forecasting Approach Based on Graph Convolution Neural Network in a Distributed IoT Energy System,"Pan, L.; Gan, J.; Liu, Q.; Zhang, Y.; Liu, X.",2023,0,General
Application of improved graph convolutional networks in daily-ahead carbon emission prediction,"Pan, F.; Yang, Y.; Ji, Y.; Li, J.; Zhang, J.; Zhong, L.",2024,0,General
Forecasting Solar Energy Production using a Hybrid GCN-BiLSTM Model,"Pamungkas, R.F.; Yoga Utama, I.B.K.; Faridh, M.M.; Alam, M.M.; Chung, B.; Jang, Y.M.",2023,0,General
1-D Convolutional Graph Convolutional Networks for Fault Detection in Distributed Energy Systems,"Nguyen, B.L.H.; Vu, T.; Nguyen, T.-T.; Panwar, M.; Hovsapian, R.; Ansys; Entuple Technologies - Wavect; OPAL-RT Technologies; Tsuyo",2022,0,General
State Estimation for Power Distribution System Using Graph Neural Networks,"Ngo, Q.-H.; Nguyen, B.L.H.; Vu, T.V.; Ngo, T.",2023,0,General
GLASS: A Graph Learning Approach for Software Defined Network Based Smart Grid DDoS Security,"Nagaraj, K.; Starke, A.; McNair, J.; IEEE Communications Society; IEEE Montreal Section; IEEE Ottawa Section",2021,0,General
A Model Based on GCN and TCN for Malicious Code Detection in Power Information System,"Na, Q.; Zhang, S.; Li, X.; Lai, J.; Yang, Y.; Zeng, J.; IEEE",2024,0,General
Graph Multi-Agent Reinforcement Learning for Inverter-Based Active Voltage Control,"Mu, C.; Liu, Z.; Yan, J.; Jia, H.; Zhang, X.",2024,0,General
Electricity demand forecasting at distribution and household levels using explainable causal graph neural network,"Miraki, A.; Parviainen, P.; Arghandeh, R.",2024,0,General
Nonparametric Probabilistic Total Transfer Capability Estimation with Deep Learning,"Meng, Z.; Guo, Y.; Tang, W.; Sun, H.; Li, S.; Dai, Y.",2022,0,General
Spatio-Temporal Short Term Load Forecasting Using Graph Neural Networks,"Mansoor, H.; Shabbir, M.; Ali, M.Y.; Rauf, H.; Khalid, M.; Arshad, N.; Istanbul Nisantasi University; JR-East Group; NTEC; TMEiC",2023,0,General
Fast Pooling Based Multi-Scale Graph Neural Network and Its Application in Electric Power System,"Ma, Z.; Tan, Y.; Li, Z.; Xu, H.; Liu, L.; He, K.; Chengdu University of Technology; IEEE; IEEE Power and Energy Society (PES); UESTC",2022,0,General
Cloud Computing-Based Graph Convolutional Network Power Consumption Prediction Method,"Ma, Y.; Sheng, H.; Wu, S.; Gong, S.; Cheng, H.",2021,0,General
Grid-Metaverse: The Path From Digital Twins and Prototype Tests on DC Microgrids,"Ma, W.; Liu, M.; Hong, G.; Yang, S.; Deng, R.; IEEE; IEEE Computer Society's Technical Community on the Internet (TCI); Kanazawa University",2023,0,General
Short-Term Voltage Stability Assessment Based on Heterogeneous Edge-Integrated Graph Attention Network,"Lv, Z.; Wang, B.; Guo, Q.; Zhao, H.; Wang, Z.; Sun, H.",2024,0,General
An ultra-short-term wind power prediction method based on spatial-temporal attention graph convolutional model,"Lv, Y.; Hu, Q.; Xu, H.; Lin, H.; Wu, Y.",2024,0,General
Graph Convolutional Network-Based Interpretable Machine Learning Scheme in Smart Grids,"Luo, Y.; Lu, C.; Zhu, L.; Song, J.",2023,0,General
Data-driven short-term voltage stability assessment based on spatial-temporal graph convolutional network,"Luo, Y.; Lu, C.; Zhu, L.; Song, J.",2021,0,General
A R-GCN-Based Correlation Characteristics Extraction Method for Power Grid Infrastructure Planning and Analysis,"Lu, S.; Yan, J.; Zhang, Y.; Qi, L.; Wang, S.; Wu, Q.; Zhou, M.; Zhao, W.",2022,0,General
Adaptive Stability Contingency Screening for Operational Planning Based on Domain-Adversarial Graph Neural Network,"Lu, G.; Bu, S.",2024,0,General
Power System Transient Stability Assessment Based on Graph Convolutional Network,"Lu, D.; Ren, J.; Chen, J.; Shi, D.; China Electrotechnical Society (CES); Huazhong University of Science and Technology (HUST); Institute of Electrical and Electronics Engineers (IEEE) Beijing Section",2021,0,General
Interpreting the vulnerability of power systems in cascading failures using multi-graph convolutional networks,"Lonapalawong, S.; Chen, C.; Wang, C.; Chen, W.",2022,0,General
Multi-step short-term wind power prediction based on spatio-temporal graph convolutional networks,"Liu, Z.; Xiao, S.; Liu, H.; IEEE; IEEE Power and Energy (PES); Institute of Engineering Thermophysics (IET) (Chinese Academy of Sciences); Tsinghua University",2023,0,General
Capturing Spatial Influence in Wind Prediction With a Graph Convolutional Neural Network,"Liu, Z.; Ware, T.",2022,0,General
An online power system transient stability assessment method based on graph neural network and central moment discrepancy,"Liu, Z.; Ding, Z.; Huang, X.; Zhang, P.",2023,0,General
Spatio-Temporal Graph Neural Network and Pattern Prediction Based Ultra-Short-Term Power Forecasting of Wind Farm Cluster,"Liu, X.; Zhang, Y.; Zhen, Z.; Xu, F.; Wang, F.; Mi, Z.",2024,0,General
Power Grid Fault Localtion Method Based on Graph Neural Network,"Liu, X.; Song, X.; Yu, Y.; Zhang, F.; Fan, S.; Chengdu Global Union Institute of Science and Technology; Chongqing Geeks Education Technology Co., Ltd; Chongqing Global Union Academy of Science and Technology; Chongqing University of Technology; Global Union Academy of Science and Technology; IEEE Beijing Section",2023,0,General
Progressive decision-making framework for power system topology control,"Liu, S.; Zhou, Y.; Song, M.; Bu, G.; Guo, J.; Chen, C.",2024,0,General
Attention based spatial-temporal graph convolutional networks for short-term load forecasting,"Liu, R.; Chen, L.",2021,0,General
A spatio-temporal graph convolutional approach to real-time load forecasting in an edge-enabled distributed Internet of Smart Grids energy system,"Liu, Q.; Pan, L.; Cao, X.; Gan, J.; Huang, X.; Liu, X.",2024,0,General
A Concurrent Fault Diagnosis Method of Transformer Based on Graph Convolutional Network and Knowledge Graph,"Liu, L.; Wang, B.; Ma, F.; Zheng, Q.; Yao, L.; Zhang, C.; Mohamed, M.A.",2022,0,General
Self-Organized Criticality Identification of Power System Based on SC-GCN Network,"Liu, L.; Han, Y.; Ye, S.; Long, C.; Liu, Z.; Liu, X.; Li, T.; Yang, X.; Li, D.",2023,0,General
Risk-Averse Graph Learning for Real-time Power System Emergency Load Shedding,"Liu, J.; Zhang, Y.; Meng, K.; Xu, Y.; Dong, Z.Y.",2022,0,General
Time-Adaptive Transient Stability Assessment Based on the Gating Spatiotemporal Graph Neural Network and Gated Recurrent Unit,"Liu, J.; Yao, C.; Chen, L.",2022,0,General
Predicting Braess's paradox of power grids using graph neural networks,"Zou, Yanli; Zhang, Hai; Wang, Hongjun; Hu, Jinmei",2024,0,General
Building-Level Multi-Energy Load Forecasting: A Graph Representation Learning Convolution-Based Approach in Smart Meter-Enabled Environments,"Zonouz, Mir Karim Aboutalebi; Hagh, Mehrdad Tarafdar; Ravadanegh, Sajad Najafi",2024,0,General
Scaling Graph Neural Networks for Large-Scale Power Systems Analysis: Empirical Laws for Emergent Abilities,"Zhu, Yuhong; Zhou, Yongzhi; Yan, Lei; Li, Zuyi; Xin, Huanhai; Wei, Wei",2024,0,General
Emergent Abilities of Graph Neural Networks for Large-scale Power System Analysis,"Zhu, Yuhong; Zhou, Yongzhi; Yan, Lei; Li, Zuyi; Xin, Huanhai; Wei, Wei",,0,General
GNNs' Generalization Improvement for Large-scale Power System Analysis Based on Physics-informed Self-supervised Pre-training,"Zhu, Yuhong; Zhou, Yongzhi; Wei, Wei",,0,General
Cascading Failure Analysis Based on a Physics-Informed Graph Neural Network,"Zhu, Yuhong; Zhou, Yongzhi; Wei, Wei; Wang, Ningbo",2023,0,General
